16066033 0 100 100 2500
16066035 1 100 100 2500
16066050 2 100 100 2500
16066051 3 100 100 2500
16066052 4 100 100 2500
16066053 5 100 100 2500
16066054 6 100 100 2500
16066055 7 100 100 2500
16066059 8 100 100 2500
16066060 9 100 100 2500
16067001 10 100 100 2500
16067003 11 100 100 2500
16067004 12 100 100 2500
16067005 13 100 100 2500
16067006 14 100 100 2500
16067015 15 100 100 2500
16067016 16 100 100 2500
16067017 17 100 100 2500
16067019 18 100 100 2500
16067020 19 100 100 2500
16067021 20 100 100 2500
16067022 21 100 100 2500
16068022 22 100 100 2500
16068023 23 100 100 2500
16068024 24 100 100 2500
16068025 25 100 100 2500
16068028 26 100 100 2500
16068029 27 100 100 2500
16068030 28 100 100 2500
16068032 29 100 100 2500
16068034 30 100 100 2500
16068035 31 100 100 2500
16068036 32 100 100 2500
16068037 33 100 100 2500
16068038 34 100 100 2500
16068039 35 100 100 2500
16068040 36 100 100 2500
16068042 37 100 100 2500
16068057 38 100 100 2500
16068058 39 100 100 2500
16069001 40 100 100 2500
16069002 41 100 100 2500
16069003 42 100 100 2500
16069004 43 100 100 2500
16069006 44 100 100 2500
16069007 45 100 100 2500
16069008 46 100 100 2500
16069009 47 100 100 2500
16069010 48 100 100 2500
16069011 49 100 100 2500
16069012 50 100 100 2500
16069013 51 100 100 2500
16069016 52 100 100 2500
16069025 53 100 100 2500
16069026 54 100 100 2500
16069027 55 100 100 2500
16069028 56 100 100 2500
16069029 57 100 100 2500
16069030 58 100 100 2500
16069031 59 100 100 2500
16069032 60 100 100 2500
16069033 61 100 100 2500
16069034 62 100 100 2500
16069035 63 100 100 2500
16069036 64 100 100 2500
16069038 65 100 100 2500
16069039 66 100 100 2500
16069040 67 100 100 2500
16069041 68 100 100 2500
16069042 69 100 100 2500
16069054 70 100 100 2500
16069055 71 100 100 2500
16069060 72 100 100 2500
16069061 73 100 100 2500
16069062 74 100 100 2500
16069063 75 100 100 2500
16069064 76 100 100 2500
16069065 77 100 100 2500
16069066 78 100 100 2500
16070004 79 100 100 2500
16070005 80 100 100 2500
16070006 81 100 100 2500
16070008 82 100 100 2500
16070009 83 100 100 2500
16070010 84 100 100 2500
16070012 85 100 100 2500
16070013 86 100 100 2500
16070014 87 100 100 2500
16070015 88 100 100 2500
16071002 89 100 100 2500
16071003 90 100 100 2500
16071006 91 100 100 2500
16071007 92 100 100 2500
16071010 93 100 100 2500
16071016 94 100 100 2500
16071018 95 100 100 2500
16071021 96 100 100 2500
16071022 97 100 100 2500
16071023 98 100 100 2500
16071024 99 100 100 2500
16071025 100 100 100 2500
16071026 101 100 100 2500
16071027 102 100 100 2500
16071046 103 100 100 2500
16071051 104 100 100 2500
16071052 105 100 100 2500
16071053 106 100 100 2500
16071054 107 100 100 2500
16071055 108 100 100 2500
16071056 109 100 100 2500
16071058 110 100 100 2500
16071059 111 100 100 2500
16071060 112 100 100 2500
16071061 113 100 100 2500
16071062 114 100 100 2500
16071077 115 100 100 2500
16071078 116 100 100 2500
16071079 117 100 100 2500
16072001 118 100 100 2500
16072002 119 100 100 2500
16072003 120 100 100 2500
16072006 121 100 100 2500
16072007 122 100 100 2500
16072008 123 100 100 2500
16072009 124 100 100 2500
16072010 125 100 100 2500
16072012 126 100 100 2500
16072013 127 100 100 2500
16072014 128 100 100 2500
16072023 129 100 100 2500
16072024 130 100 100 2500
16072025 131 100 100 2500
16072026 132 100 100 2500
16072027 133 100 100 2500
16072033 134 100 100 2500
16072034 135 100 100 2500
16072035 136 100 100 2500
16072036 137 100 100 2500
16072038 138 100 100 2500
16072039 139 100 100 2500
16072040 140 100 100 2500
16072041 141 100 100 2500
16072042 142 100 100 2500
16072043 143 100 100 2500
16072057 144 100 100 2500
16072058 145 100 100 2500
16072059 146 100 100 2500
16072060 147 100 100 2500
16072061 148 100 100 2500
16072062 149 100 100 2500
16073001 150 100 100 2500
16073017 151 100 100 2500
16073018 152 100 100 2500
16073019 153 100 100 2500
16073020 154 100 100 2500
16073021 155 100 100 2500
16073031 156 100 100 2500
16073032 157 100 100 2500
16073033 158 100 100 2500
16073034 159 100 100 2500
16073035 160 100 100 2500
